,name,type,type_id,abv,rating,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty
4341,Beadeca's Well,Smoked Beer,86,5.3,3.92,5,52,4,44,35,6,2,20,24,55,62
4342,Bravoure,Smoked Beer,86,6.5,3.76,24,48,11,27,61,54,2,50,37,84,60
4343,15 Feet,Smoked Beer,86,3.2,3.96,8,16,4,3,13,10,1,9,5,38,27
4344,Colossal Two,Smoked Beer,86,9.0,4.08,0,7,2,9,5,0,0,0,6,29,13
4345,The Bellowsman,Smoked Beer,86,6.2,3.74,1,14,2,12,16,3,0,3,3,17,19
4346,Hogwash,Smoked Beer,86,4.5,3.56,4,16,6,2,25,4,1,4,43,32,25
4347,White Birch First Sparrow,Smoked Beer,86,3.8,3.72,9,27,3,21,20,26,3,24,22,55,34
4348,Piwo Grodziskie,Smoked Beer,86,4.0,3.58,22,37,1,16,29,91,1,36,20,61,58
4349,Backyard Ale,Smoked Beer,86,7.5,3.57,10,28,6,13,34,11,0,9,12,46,43
4350,Frau Blucher,Smoked Beer,86,5.4,3.86,6,6,1,4,4,1,0,1,6,28,7
4351,Smoked Applewood Gold,Smoked Beer,86,5.0,3.78,8,15,3,10,50,51,1,59,15,27,28
4352,Black Cabin Smoked Ale,Smoked Beer,86,5.6,3.18,10,24,14,13,28,4,0,2,17,88,57
4353,Wild Fire Wheat,Smoked Beer,86,5.0,3.59,4,16,4,7,14,25,0,31,7,63,45
4354,Class War,Smoked Beer,86,9.5,4.1,6,26,16,13,42,5,0,10,16,45,77
4355,Smoaktoberfest,Smoked Beer,86,5.8,3.75,1,1,0,3,3,0,0,0,3,2,3
4356,The Devil Made Me,Smoked Beer,86,7.5,3.95,1,39,23,10,15,1,0,0,7,75,42
4357,Piwo Z Grodziska,Smoked Beer,86,3.1,3.75,16,23,3,8,16,18,3,13,20,48,47
4358,Festina Pêche,Sour - Berliner Weisse,122,4.5,3.72,25,21,10,7,37,85,3,79,10,3,25
4359,Hottenroth,Sour - Berliner Weisse,122,3.1,4.07,27,25,7,10,16,136,4,69,13,2,42
4360,Thumbprint Berliner Weiss,Sour - Berliner Weisse,122,3.0,4.18,58,27,6,5,83,181,5,124,16,10,53
4361,1809,Sour - Berliner Weisse,122,5.0,4.12,39,33,9,12,55,129,2,80,17,10,29
4362,Justin Blåbær,Sour - Berliner Weisse,122,4.5,3.93,31,22,7,7,102,126,2,108,7,2,22
4363,Bretta Rosé,Sour - Berliner Weisse,122,5.3,4.42,60,21,15,4,102,168,3,112,22,3,18
4364,Ever Weisse,Sour - Berliner Weisse,122,4.5,4.28,24,23,7,4,34,123,2,113,26,2,23
4365,Deesko!,Sour - Berliner Weisse,122,6.5,3.92,38,29,11,11,49,180,9,103,15,7,49
4366,Tartare,Sour - Berliner Weisse,122,4.0,4.33,48,24,10,3,28,200,6,62,9,4,27
4367,Athena,Sour - Berliner Weisse,122,4.5,4.07,24,29,4,22,33,140,5,91,18,3,58
4368,NOMADer WEISSE,Sour - Berliner Weisse,122,4.0,3.92,47,29,10,11,25,149,12,65,11,2,50
4369,Berliner Weisse,Sour - Berliner Weisse,122,5.5,3.71,43,33,10,12,53,172,4,104,18,1,53
4370,DFPF,Sour - Berliner Weisse,122,3.5,4.54,12,15,4,0,88,129,0,110,5,1,6
4371,Fierce,Sour - Berliner Weisse,122,3.8,4.06,42,35,10,4,46,161,11,78,17,17,51
4372,Peach Berliner Weisse,Sour - Berliner Weisse,122,4.2,3.83,46,41,4,2,42,118,2,111,10,0,33
4373,Miami Madness,Sour - Berliner Weisse,122,5.5,4.59,22,19,5,0,74,127,2,123,3,1,8
4374,Berliner Style Weisse,Sour - Berliner Weisse,122,3.0,3.76,37,27,4,6,44,130,2,55,7,0,33
4375,Bretta Weisse,Sour - Berliner Weisse,122,4.9,4.08,36,33,12,6,49,186,4,105,13,4,32
4376,Incorrigible,Sour - Berliner Weisse,122,4.9,3.9,50,35,13,8,70,241,7,96,15,11,38
4377,Solstice D'été Aux Framboises,Sour - Berliner Weisse,122,5.9,4.27,44,27,12,6,115,139,2,110,14,3,31
4378,Sour Wench,Sour - Berliner Weisse,122,7.0,3.76,22,34,7,9,119,149,1,134,7,2,31
4379,WiLD Sour Series: Lynnbrook Raspberry Berliner Weisse,Sour - Berliner Weisse,122,3.0,3.94,51,33,17,7,136,221,8,154,15,6,37
4380,Bu Weisse,Sour - Berliner Weisse,122,2.3,4.17,42,23,8,3,39,157,2,66,5,2,18
4381,Raspberry Provincial,Sour - Berliner Weisse,122,4.2,3.94,39,19,9,6,107,135,0,122,5,0,12
4382,Somer Weisse,Sour - Berliner Weisse,122,5.2,3.91,44,28,16,3,22,188,0,94,13,69,28
4383,Mainer Weisse,Sour - Berliner Weisse,122,4.5,4.04,22,23,5,3,88,91,3,84,2,40,13
4384,Hopfentea,Sour - Berliner Weisse,122,4.2,3.93,29,23,4,8,48,121,1,78,41,4,22
4385,Cayuga Cruiser Berliner-style Weisse,Sour - Berliner Weisse,122,4.2,3.6,27,18,3,7,24,147,6,61,10,0,55
4386,Monkey Chased The Weasel,Sour - Berliner Weisse,122,3.9,3.98,34,27,4,4,74,183,0,111,9,3,44
4387,Passionfruit Sour Ale,Sour - Berliner Weisse,122,4.0,4.08,41,29,12,8,79,170,2,139,18,6,56
4388,Abraxxxas,Sour - Berliner Weisse,122,6.0,3.84,27,52,10,14,45,99,12,73,25,93,75
4389,Prussia - Passion Fruit,Sour - Berliner Weisse,122,4.0,3.92,30,24,8,14,58,162,3,97,10,3,23
4390,Cucumber Crush,Sour - Berliner Weisse,122,5.0,3.96,46,28,10,7,50,146,7,77,14,6,37
4391,Snarling Badger Berliner Weisse,Sour - Berliner Weisse,122,7.5,3.55,38,42,26,8,58,180,3,87,10,23,60
4392,Berliner Kindl Weisse,Sour - Berliner Weisse,122,3.0,3.55,39,23,9,7,40,127,2,66,5,1,34
4393,Blueberry Muffin,Sour - Berliner Weisse,122,6.0,4.44,17,19,6,0,126,77,1,106,1,12,38
4394,Weiss Trash Culture,Sour - Berliner Weisse,122,3.4,4.06,49,41,8,13,51,161,4,77,24,2,72
4395,Cape Codder Weisse,Sour - Berliner Weisse,122,5.5,4.01,44,44,9,11,95,160,1,140,10,2,29
4396,Incorrigible Reserve,Sour - Berliner Weisse,122,4.5,4.05,53,28,17,6,131,201,0,147,4,3,14
4397,Berliner Weisse,Sour - Berliner Weisse,122,5.54,4.09,49,46,12,14,41,225,7,95,28,4,71
4398,Sorry Chicky,Sour - Berliner Weisse,122,4.4,4.02,54,32,5,43,50,222,5,118,67,2,34
4399,Ching Ching,Sour - Berliner Weisse,122,4.5,4.23,41,29,4,2,69,164,0,110,44,0,37
4400,Kim Hibiscus Sour Lager,Sour - Berliner Weisse,122,4.2,3.93,57,34,10,6,85,185,5,141,76,7,59
4401,Star Of The North: Berlin Style Wheat Beer,Sour - Berliner Weisse,122,3.5,4.28,65,61,10,9,66,210,4,94,5,9,67
4402,Blueberry Berliner Weisse,Sour - Berliner Weisse,122,5.5,3.79,31,26,12,0,124,111,1,125,5,3,28
4403,Yuzu Fierce,Sour - Berliner Weisse,122,3.8,4.13,35,32,10,7,36,191,1,133,19,6,18
4404,Prairie Weisse,Sour - Berliner Weisse,122,4.5,4.03,60,38,7,11,73,223,13,128,11,6,70
4405,RedBud,Sour - Berliner Weisse,122,4.5,3.91,34,26,10,14,18,139,6,77,20,0,43
4406,Noble Star Collection: Framboise Du Nord,Sour - Berliner Weisse,122,3.7,4.14,46,44,6,2,112,94,2,96,6,1,28
4407,La Folie,Sour - Flanders Oud Bruin,123,7.0,4.28,23,42,8,3,89,152,0,88,3,5,38
4408,Monk's Café Flemish Sour Ale,Sour - Flanders Oud Bruin,123,5.5,3.9,21,32,8,9,73,122,0,82,12,3,30
4409,The Dissident,Sour - Flanders Oud Bruin,123,10.9,4.22,28,38,15,5,71,126,1,88,9,9,28
4410,Goudenband,Sour - Flanders Oud Bruin,123,8.0,4.21,30,44,16,10,100,129,0,96,9,2,52
4411,Thumbprint Enigma,Sour - Flanders Oud Bruin,123,5.5,4.19,24,34,7,8,72,116,4,83,4,27,37
4412,Madame Rose,Sour - Flanders Oud Bruin,123,7.1,4.18,43,30,6,3,32,131,0,66,5,7,13
4413,Petrus Oud Bruin,Sour - Flanders Oud Bruin,123,5.5,3.71,11,20,8,3,55,75,0,38,5,4,35
4414,Oud Bruin,Sour - Flanders Oud Bruin,123,5.5,4.09,18,33,17,9,116,127,0,97,12,8,56
4415,Rosetta,Sour - Flanders Oud Bruin,123,5.6,4.08,11,27,6,5,60,72,0,68,10,9,31
4416,Petrus Aged Red Ale,Sour - Flanders Oud Bruin,123,8.5,3.8,14,25,13,9,59,61,0,76,13,0,34
4417,Thumbprint Oud Bruin,Sour - Flanders Oud Bruin,123,5.6,3.98,52,32,12,4,97,197,0,122,8,13,54
4418,Kriek Brut,Sour - Flanders Oud Bruin,123,6.0,4.13,28,35,9,8,73,95,1,89,12,4,23
4419,Rosso E Marrone,Sour - Flanders Oud Bruin,123,10.0,4.26,57,48,27,12,125,202,1,132,26,28,47
4420,Bacchus,Sour - Flanders Oud Bruin,123,4.5,3.74,24,34,7,5,97,107,0,85,17,4,46
4421,Haandbakk,Sour - Flanders Oud Bruin,123,8.5,4.19,39,30,13,4,43,133,0,67,4,7,14
4422,Cuvee Freddy,Sour - Flanders Oud Bruin,123,8.0,4.03,25,32,6,9,45,95,1,62,10,5,25
4423,Gypsy Tart,Sour - Flanders Oud Bruin,123,8.4,3.92,25,37,10,10,75,123,1,73,12,7,43
4424,The Meddler,Sour - Flanders Oud Bruin,123,8.9,4.05,23,62,10,14,94,135,3,94,20,16,53
4425,Cherry Oud Bruin,Sour - Flanders Oud Bruin,123,10.5,4.0,39,64,35,10,135,176,0,140,16,25,95
4426,Silly Sour,Sour - Flanders Oud Bruin,123,5.5,3.69,26,29,7,19,101,151,0,88,17,4,44
4427,Aardmonnik - Earthmonk,Sour - Flanders Oud Bruin,123,8.0,4.01,30,51,15,22,124,148,0,109,9,12,52
4428,James & Julie,Sour - Flanders Oud Bruin,123,6.7,4.26,63,43,20,6,149,213,1,137,7,9,57
4429,Balaton,Sour - Flanders Oud Bruin,123,5.0,4.43,41,25,8,1,35,134,3,85,7,19,29
4430,Oud Bruin,Sour - Flanders Oud Bruin,123,6.0,3.8,29,38,6,8,85,160,1,96,9,17,33
4431,Madamin,Sour - Flanders Oud Bruin,123,5.7,3.82,48,38,14,10,80,172,3,97,25,12,44
4432,Grande Dame Oud Bruin,Sour - Flanders Oud Bruin,123,7.2,3.99,51,48,26,14,102,213,1,106,18,11,61
4433,La Bohème,Sour - Flanders Oud Bruin,123,6.0,4.17,30,16,7,2,40,90,0,57,6,4,25
4434,Old Growth,Sour - Flanders Oud Bruin,123,5.5,3.73,65,35,15,11,50,230,0,72,4,8,28
4435,Undressed,Sour - Flanders Oud Bruin,123,6.9,3.89,52,54,19,24,74,221,1,113,28,4,56
4436,[BANISHED] Freakcake #1 - Barrel-aged Oud Bruin Ale,Sour - Flanders Oud Bruin,123,10.5,3.9,23,45,21,16,120,125,0,126,16,16,37
4437,Oud Bruin Belgian Style Ale,Sour - Flanders Oud Bruin,123,6.0,3.38,24,41,15,22,103,147,0,77,23,15,75
4438,Brunetta,Sour - Flanders Oud Bruin,123,5.0,3.86,48,63,6,15,134,162,2,132,19,18,85
4439,Stupid Silly Sour,Sour - Flanders Oud Bruin,123,5.5,4.03,48,30,9,5,111,212,2,122,11,12,21
4440,Bourgogne Des Flandres Brune / Bruin,Sour - Flanders Oud Bruin,123,5.0,3.37,15,47,4,11,83,85,0,59,10,5,58
4441,Chunga's Old Bruin,Sour - Flanders Oud Bruin,123,8.5,4.18,54,71,29,6,101,166,0,89,20,15,86
4442,SoBro,Sour - Flanders Oud Bruin,123,6.0,3.54,5,12,4,4,8,25,0,15,3,2,5
4443,Oud Bruin,Sour - Flanders Oud Bruin,123,5.0,3.88,27,44,9,6,123,148,0,99,7,1,49
4444,BrunneisOEC Brewing (Ordinem Ecentrici Coctores),Sour - Flanders Oud Bruin,123,9.0,4.03,4,7,8,4,20,19,0,23,4,10,11
4445,St. Dekkera Reserve: Flanders Oud Bruin,Sour - Flanders Oud Bruin,123,7.2,3.95,26,20,22,1,42,80,0,44,4,13,31
4446,Pilaarbijter (Tripel Ale) Bruin (Red Cap),Sour - Flanders Oud Bruin,123,7.0,3.6,10,38,19,15,67,57,0,45,20,14,46
4447,Darken,Sour - Flanders Oud Bruin,123,9.1,4.04,36,48,14,4,72,117,0,68,16,59,65
4448,Oud Bruin,Sour - Flanders Oud Bruin,123,7.5,3.96,25,19,12,5,32,80,0,31,10,2,22
4449,Woodlahands,Sour - Flanders Oud Bruin,123,7.0,4.28,12,7,4,0,10,55,1,12,16,1,12
4450,Hors Série Oud Bruin,Sour - Flanders Oud Bruin,123,7.8,4.11,43,52,10,18,63,125,0,49,29,6,54
4451,Squatters 529,Sour - Flanders Oud Bruin,123,7.15,4.09,57,52,24,11,78,215,1,116,18,9,33
4452,Oud Brunello,Sour - Flanders Oud Bruin,123,7.0,4.14,22,17,4,3,30,57,0,27,6,0,15
4453,Oude Bae,Sour - Flanders Oud Bruin,123,6.5,3.96,28,16,6,1,71,81,0,63,7,8,22
4454,Olly,Sour - Flanders Oud Bruin,123,7.7,4.15,20,27,2,4,44,86,0,41,3,1,26
4455,Le Serpent,Sour - Flanders Oud Bruin,123,8.0,4.29,28,10,4,0,34,104,0,66,2,16,12
4456,Duchesse De Bourgogne,Sour - Flanders Red Ale,124,6.2,4.22,30,32,9,5,87,94,0,70,5,3,18
4457,Rodenbach Grand Cru,Sour - Flanders Red Ale,124,6.0,4.33,28,34,10,2,74,130,0,83,4,4,34
4458,Cuvée Des Jacobins Rouge,Sour - Flanders Red Ale,124,5.5,4.36,41,48,14,5,78,163,0,89,4,14,24
4459,Oude Tart,Sour - Flanders Red Ale,124,7.5,4.3,39,36,4,5,72,143,0,81,10,5,30
4460,Red Poppy,Sour - Flanders Red Ale,124,6.5,4.3,66,59,11,10,66,172,1,111,22,25,45
4461,La Roja,Sour - Flanders Red Ale,124,7.2,4.06,18,26,7,4,47,121,1,53,14,11,16
4462,Rodenbach Classic (Red),Sour - Flanders Red Ale,124,5.2,4.02,17,26,7,7,69,83,1,83,8,11,30
4463,Rodenbach Caractère Rouge,Sour - Flanders Red Ale,124,7.0,4.48,46,41,14,3,172,146,2,175,10,12,14
4464,Oude Tart - Cherries,Sour - Flanders Red Ale,124,8.8,4.44,43,31,13,6,45,150,1,99,5,7,23
4465,Cascade Kriek Ale,Sour - Flanders Red Ale,124,8.2,4.23,56,32,13,10,52,158,0,107,9,22,29
4466,Rodenbach Alexander,Sour - Flanders Red Ale,124,5.6,4.43,33,30,7,6,95,106,0,106,7,7,9
4467,RU-55,Sour - Flanders Red Ale,124,7.3,4.23,25,30,17,7,61,138,0,59,10,13,38
4468,Ichtegem's Grand Cru,Sour - Flanders Red Ale,124,6.5,3.81,30,35,17,4,102,127,0,95,7,8,35
4469,WiLD Sour Series: Flanders Red,Sour - Flanders Red Ale,124,6.1,3.83,42,26,7,3,63,173,0,83,2,1,49
4470, Barriquée (Sour Version),Sour - Flanders Red Ale,124,8.0,4.01,43,40,10,6,86,160,1,98,30,18,37
4471,Vichtenaar,Sour - Flanders Red Ale,124,5.1,3.96,32,36,16,6,124,154,0,113,9,17,23
4472,Verhaeghe Echte Kriek / Echte Kriekenbier,Sour - Flanders Red Ale,124,6.8,3.9,37,26,7,2,91,140,0,131,13,13,28
4473,Crimson,Sour - Flanders Red Ale,124,10.0,4.26,34,25,62,5,80,169,0,98,10,27,71
4474,Bourgogne des Flandres,Sour - Flanders Red Ale,124,5.0,3.56,6,28,9,5,102,103,0,77,11,8,44
4475,Zoetzuur Flemish AleDe Proefbrouwerij (bvba Andelot),Sour - Flanders Red Ale,124,7.0,3.95,37,58,7,3,116,156,0,130,15,22,39
4476,Cerasus,Sour - Flanders Red Ale,124,8.5,3.96,24,50,13,7,66,122,0,99,28,12,36
4477,Blueberry Flanders,Sour - Flanders Red Ale,124,7.0,4.43,52,25,9,2,119,138,0,123,6,2,10
4478,Michael,Sour - Flanders Red Ale,124,6.2,3.8,32,46,37,10,92,171,0,100,12,11,26
4479,Far West Vlaming,Sour - Flanders Red Ale,124,6.5,3.89,39,74,8,5,95,159,0,99,17,18,68
4480,La Roja - Grand Reserve,Sour - Flanders Red Ale,124,8.0,4.22,60,42,24,10,99,238,0,126,10,23,44
4481,La Roja Du Kriek,Sour - Flanders Red Ale,124,7.5,4.11,45,38,9,4,75,174,0,130,13,16,25
4482,Big Tiddy Assassin,Sour - Flanders Red Ale,124,6.5,4.01,10,7,2,0,22,42,0,22,0,1,10
4483,Mr. Chipper,Sour - Flanders Red Ale,124,6.8,4.13,26,31,11,6,62,134,1,62,7,6,29
4484,Cellar 3: Flanders Drive,Sour - Flanders Red Ale,124,6.9,4.12,43,25,42,6,65,143,0,77,6,21,60
4485, Barriquée (Italy Version),Sour - Flanders Red Ale,124,8.0,4.21,30,41,19,11,74,148,2,88,19,19,39
4486,Kriek Des Jacobins,Sour - Flanders Red Ale,124,4.5,3.96,23,28,12,4,69,107,0,96,4,8,35
4487,Soulless,Sour - Flanders Red Ale,124,6.0,3.37,32,30,16,5,38,96,1,46,2,0,45
4488,La Luna Rossa,Sour - Flanders Red Ale,124,8.0,4.08,32,37,12,1,43,151,0,80,5,4,13
4489,Oude Tart - Boysenberries,Sour - Flanders Red Ale,124,8.3,4.25,35,32,5,1,81,154,0,114,10,11,18
4490,Rodenbach Fruitage,Sour - Flanders Red Ale,124,4.2,4.06,17,39,5,5,129,83,0,138,12,0,13
4491,Rodenbach Foederbier,Sour - Flanders Red Ale,124,6.0,4.03,27,47,10,2,61,102,3,43,2,8,31
4492,Nouveau Rouge,Sour - Flanders Red Ale,124,6.3,4.06,35,47,8,4,59,140,0,67,13,24,11
4493,Embrace The Funk - Deux Rouges,Sour - Flanders Red Ale,124,6.2,4.28,25,17,5,4,30,131,0,48,5,6,10
4494,Modus Operandi (Modus Vivendi),Sour - Flanders Red Ale,124,7.0,3.87,27,50,29,16,66,117,2,49,12,6,56
4495,Duchesse Cherry,Sour - Flanders Red Ale,124,6.8,4.15,58,48,11,6,101,168,4,158,20,22,50
4496,Ned,Sour - Flanders Red Ale,124,5.17,4.01,49,39,7,6,52,162,0,80,7,9,17
4497,Petrus 50/50 Sour,Sour - Flanders Red Ale,124,5.5,4.02,17,15,3,3,39,63,1,46,6,5,9
4498,Flanders-Style Red Ale,Sour - Flanders Red Ale,124,7.0,4.12,14,10,1,2,28,55,0,30,2,4,12
4499,Duchesse Chocolate Cherry,Sour - Flanders Red Ale,124,6.7,4.19,34,123,12,8,146,130,0,110,3,8,97
4500,Portsmouth Flanders Red - Maude,Sour - Flanders Red Ale,124,4.5,3.6,42,26,8,3,57,162,1,72,5,2,21
4501,[BANISHED] Better Off Red,Sour - Flanders Red Ale,124,7.0,3.93,16,18,7,1,32,60,1,40,3,11,9
4502,Palimpsest,Sour - Flanders Red Ale,124,5.55,4.31,8,4,3,0,10,20,0,7,0,3,11
4503,Tulach Leis,Sour - Flanders Red Ale,124,6.1,3.61,10,19,9,0,31,109,0,35,10,0,9
4504,Templeton Red,Sour - Flanders Red Ale,124,7.0,3.88,7,16,15,3,20,23,0,11,2,12,16
4505,Gose,Sour - Gose,125,4.0,4.21,21,25,6,6,21,109,33,54,20,4,33
4507,"The Kimmie, The Yink & The Holy Gose",Sour - Gose,125,4.2,3.88,53,33,11,19,39,165,31,102,33,5,31
4508,Highway 128 Session Series: Blood Orange Gose,Sour - Gose,125,4.2,3.98,34,18,4,10,37,197,30,122,15,3,36
4509,Kirsch Gose,Sour - Gose,125,4.7,3.96,33,33,7,6,36,107,27,108,16,8,32
4510,SeaQuench Ale,Sour - Gose,125,4.9,3.86,17,17,10,7,14,150,31,86,9,5,24
4511,Troublesome,Sour - Gose,125,4.3,3.83,18,32,9,8,24,111,30,57,33,12,40
4512,Leipziger Gose,Sour - Gose,125,4.5,3.92,38,33,10,12,42,129,36,63,58,11,74
4513,WiLD Sour Series: Here Gose Nothin',Sour - Gose,125,5.0,3.96,36,19,14,4,16,153,25,66,22,6,13
4514,Jammer,Sour - Gose,125,4.2,3.58,37,38,7,6,33,106,39,80,29,3,29
4515,Gose,Sour - Gose,125,4.8,4.04,24,29,8,7,20,102,35,54,31,13,24
4517,Hibiscus Gose,Sour - Gose,125,4.2,3.88,32,40,10,3,51,134,34,71,94,9,63
4518,Briney Melon Gose,Sour - Gose,125,4.2,3.95,33,25,6,10,88,92,28,92,5,8,25
4519,Golden Gate Gose,Sour - Gose,125,5.0,3.76,15,22,6,8,18,91,41,50,31,16,38
4520,Green Zebra,Sour - Gose,125,4.6,3.92,22,20,4,6,67,54,30,78,6,0,17
4521,Original ,Sour - Gose,125,4.7,4.0,35,29,15,13,39,130,44,55,39,13,51
4522,Key Lime Pie Gose,Sour - Gose,125,4.0,4.26,38,28,5,9,28,159,33,115,5,1,55
4523,Two Evil Geyser Gose,Sour - Gose,125,5.5,3.97,36,15,10,5,15,105,33,49,30,21,15
4524,Más Agave,Sour - Gose,125,10.0,4.15,30,29,35,6,41,82,25,67,6,7,34
4525,Samuel Adams VerlorenBoston Beer Company (Samuel Adams),Sour - Gose,125,6.0,3.48,36,54,11,18,53,86,30,66,45,21,71
4526,Gozu,Sour - Gose,125,4.0,4.24,48,45,15,16,69,270,66,187,43,10,80
4527,El Gose,Sour - Gose,125,4.5,3.64,30,32,8,16,19,130,32,84,13,4,37
4528,Hose,Sour - Gose,125,5.0,4.4,41,19,5,32,16,115,22,59,46,11,12
4529,Mission Gose,Sour - Gose,125,4.0,4.14,19,22,10,6,24,129,29,66,29,7,23
4530,Fruitlands,Sour - Gose,125,4.8,4.04,18,24,6,6,74,127,21,107,10,0,16
4531,Super Spruce,Sour - Gose,125,4.7,4.23,41,31,17,31,46,155,29,138,138,20,33
4532,Prairie Flare,Sour - Gose,125,5.4,3.97,25,26,6,13,29,140,16,83,26,15,30
4533,Old Pro,Sour - Gose,125,4.2,3.98,44,28,11,9,24,167,60,75,22,6,47
4534,Suburban Beverage,Sour - Gose,125,4.2,4.07,39,28,10,11,26,206,46,146,11,8,26
4535,Geisterzug Gose,Sour - Gose,125,5.0,3.78,28,45,11,16,35,125,35,68,100,28,76
4536,Ready Set Gose,Sour - Gose,125,4.0,3.57,32,35,2,19,21,98,39,52,29,9,58
4537,The Wind,Sour - Gose,125,4.8,4.23,47,31,3,53,32,166,14,138,52,6,12
4538,Schell's Goosetown Gose,Sour - Gose,125,5.2,3.54,26,47,5,20,28,55,25,43,43,7,63
4539,GT Gose,Sour - Gose,125,4.2,3.88,34,39,16,10,31,150,12,78,26,16,39
4540,Super Going,Sour - Gose,125,4.8,4.18,35,16,7,43,48,170,25,155,35,4,14
4541,Tropicmost Passionfruit Gose,Sour - Gose,125,4.1,3.9,36,30,9,9,65,160,37,111,8,0,27
4542,Bianca Mango Lassi Gose,Sour - Gose,125,6.0,4.05,10,51,7,22,77,135,40,162,30,2,45
4543,Harborside,Sour - Gose,125,5.0,4.02,20,17,2,4,22,107,43,52,20,11,21
4544,Got To GoseBoston Beer Company (Samuel Adams),Sour - Gose,125,4.8,3.49,15,22,6,18,14,23,24,9,44,11,28
4545,Gose,Sour - Gose,125,4.0,4.17,20,21,5,8,13,93,25,43,11,7,39
4547,Super Eight Super Gose,Sour - Gose,125,5.3,3.78,24,28,1,4,93,100,28,111,10,2,26
4548,26.2 BrewBoston Beer Company (Samuel Adams),Sour - Gose,125,4.0,3.62,24,34,9,19,33,54,51,50,70,20,101
4549,Gose,Sour - Gose,125,5.2,3.97,44,39,10,10,31,100,48,57,45,21,65
4551,Hitachino Nest Anbai Ale,Sour - Gose,125,7.0,3.91,22,26,19,13,75,150,64,138,20,13,54
4552,Watermelon Gose,Sour - Gose,125,4.5,3.81,59,23,9,7,58,146,25,141,14,10,48
4553,Gose Gone Wild World Tour! - Phuket,Sour - Gose,125,4.8,4.14,38,34,24,10,43,145,34,127,26,54,25
4554,Nelson Hose,Sour - Gose,125,5.0,4.4,30,17,9,45,41,111,17,91,66,9,7
4555,Hors Série Gose,Sour - Gose,125,3.8,3.87,36,35,1,14,43,118,38,79,49,15,49
4556,Margarita Gose,Sour - Gose,125,4.2,4.06,43,34,10,20,31,159,40,123,10,9,37
4557,Imperial Cherry Gose,Sour - Gose,125,8.3,3.86,47,33,25,6,53,148,29,125,21,1,57
4558,KBS (Kentucky Breakfast Stout),Stout - American Imperial,89,12.3,4.65,9,114,102,79,77,4,0,4,31,20,183
4559,Bourbon County Brand Stout,Stout - American Imperial,89,14.7,4.66,5,69,69,41,83,9,0,36,8,24,134
4560,Ten FIDY,Stout - American Imperial,89,10.5,4.4,4,101,27,62,88,10,1,15,29,9,137
4561,The Abyss,Stout - American Imperial,89,11.4,4.5,20,82,28,64,65,8,0,30,18,7,115
4562,Bourbon County Brand Coffee Stout,Stout - American Imperial,89,12.9,4.73,6,65,28,82,48,3,0,8,9,26,143
4563,Speedway Stout,Stout - American Imperial,89,12.0,4.4,8,97,31,62,67,1,0,7,16,14,133
4564,CBS (Canadian Breakfast Stout),Stout - American Imperial,89,11.3,4.7,3,116,57,47,112,4,1,8,18,21,150
4565,Dragon's Milk,Stout - American Imperial,89,11.0,4.08,4,69,48,23,68,5,0,13,6,25,98
4566,Bomb!,Stout - American Imperial,89,13.0,4.53,2,72,37,70,60,3,0,5,20,103,109
4567,Storm King Stout,Stout - American Imperial,89,9.1,4.08,6,70,11,101,46,16,0,26,84,9,95
4568,Yeti,Stout - American Imperial,89,9.5,4.22,16,120,30,137,83,16,0,10,105,10,146
4569,Choklat (Blackwater Series),Stout - American Imperial,89,10.0,4.29,3,153,18,39,110,4,0,10,20,17,158
4570,Péché Mortel,Stout - American Imperial,89,9.5,4.42,13,92,23,114,60,4,0,10,42,29,143
4571,World Wide Stout,Stout - American Imperial,89,18.0,4.28,7,76,71,67,102,26,0,56,22,20,129
4572,Black Note Stout,Stout - American Imperial,89,11.2,4.57,5,95,65,30,54,11,0,22,11,11,97
4573,Oak Aged Yeti Imperial Stout,Stout - American Imperial,89,9.5,4.28,16,85,30,43,72,10,0,17,19,18,105
4574,Cappuccino Stout,Stout - American Imperial,89,9.2,3.97,6,83,22,87,42,7,1,6,30,2,116
4575,Imperial Biscotti Break,Stout - American Imperial,89,11.5,4.36,11,74,28,66,57,7,1,12,19,34,158
4576,Hunahpu's Imperial Stout,Stout - American Imperial,89,10.2,4.62,5,69,21,42,52,9,0,17,3,90,79
4577,Xocoveza,Stout - American Imperial,89,8.1,4.36,7,84,14,54,54,4,0,3,15,106,84
4578,Black Tuesday,Stout - American Imperial,89,19.5,4.59,3,70,95,25,106,17,1,43,3,30,126
4579,Big Bad Baptist,Stout - American Imperial,89,11.8,4.38,9,96,55,101,62,14,0,10,21,18,147
4580,Miles Davis' Bitches Brew,Stout - American Imperial,89,9.0,4.21,22,76,14,53,82,33,4,29,33,17,111
4581,Espresso Oak Aged Yeti Imperial Stout,Stout - American Imperial,89,9.5,4.29,5,103,20,78,51,5,0,6,39,14,141
4582,Warlock,Stout - American Imperial,89,8.6,4.03,3,50,13,20,37,1,2,68,9,52,76
4583,Chocolate Oak Aged Yeti,Stout - American Imperial,89,9.5,4.23,15,138,25,66,98,5,0,11,39,48,137
4584,Double Stout,Stout - American Imperial,89,8.8,4.12,13,119,26,85,61,6,0,17,50,14,115
4585,Mexican Cake,Stout - American Imperial,89,10.5,4.42,8,129,42,61,73,3,0,3,17,161,132
